name,psgcCode
Rawis,0806008014
Rawis,0806025039
Raya,1903601023
Raya,1903603046
Raya,1903607047
Raya,1903613029
Raya,1903629031
Raya Buadi Barao,1903626042
Raya Buntong,1903633035
Raya Cadayonan,1903604038
Raya Madaya I,1903617109
Raya Madaya II,1903617110
Raya Niondas,1903626041
Raya Saduc,1903617111
Raya Tamparan,1903626043
Rayap,0405804031
Raymundo Eugenio Pob.,0304926022
Rayuray,0102805038
Real,0105545019
Real,0307708015
Real,0401008021
Real,0402103087
Real,0403405049
Real,0405806022
Real,0504114008
Real,0806006042
Real de Cacarong,0301415017
Rebe,1003509021
Rebecca,0201514016
Rebocon,0908308031
Rebocun,1903615059
Rebokon,0907307045
Rebong,0804810035
Rebucon,1003506030
Rebucon,1003508021
Rebucon,1003515025
Rebuken,1908710035
Recare,0802611019
Recodo,0504106024
Recodo,0931700067
Recreo,1804521018
Recto,0405616017
Recto,0506203048
Recuerdo,0304918023
Redondo,0201515018
Refaro,0102920027
Reformista,0300806008
Refugio,1804505034
Regador,0600406026
Regla,0907343015
Reina Mercedes,0203117005
Reina Regente,1908807016
Remebella,0201508019
Remedios,0102908013
Remedios,0305408012
Remedios,0701218010
Remedios,0908312024
Remedios,1004203025
Remedios,1600303020
Remedios I,0405627025
Remedios II,0405627026
Rempes,1908713018
Remus,0201506031
Renede,1908713019
Renibon,1204711035
Renti,1908713020
Reparo,0401019044
Reppaac,0102905025
Resa,1908704009
Reserva,0307701010
Resplandor,0401026023
Resthouse,0907302043
Resurreccion,0102920028
Resurreccion,0105544049
Resurreccion,0504118022
Retablo,1004315006
Reyes,0201529050
Reyes,1206302018
Reyna Regente,0103306031
Reynado,0105511055
Riang,1400117007
Riantaran,1903628033
Ribsuan,0103311032
Ricarte Norte,0205703025
Ricarte Pob.,0102805030
Ricarte Sur,0205703026
Ricoro,1004308063
Ricos,0105544050
Ricudo,0102930035
Rifao,1908713021
Rillo,0401034016
Rima-Rizal,0631000136
Rimos No. 1,0103310027
Rimos No. 2,0103310028
Rimos No. 3,0103310029
Rimos No. 4,0103310030
Rimos No. 5,0103310031
Rinabor,1903604039
Rincon,1381600028
Rio Chico,0304910014
Rio Del Pilar,1208002024
Rio Hondo,0931700068
Rio Tuba,1705305013
Ripang,1408102015
Riray,1903613030
Ririk,1903627053
Riro-an,0603021039
Rissing,0103306032
Rissing,0103310032
Rita Glenda,1608501015
Rivadavia,0102914025
Rivera,1381400015
Rivera,0600406027
Rivera,0600409022
Riverside,0403425013
Riverside,1804514025
Riverside,0701208012
Riverside,0701224043
Riverside,0802617033
Riverside,0802622009
Riverside,0803733011
Riverside,0907328030
Riverside,0908306021
Riverside,0990101041
Riverside,1003503018
Riverside,1003508022
Riverside,1130700097
Rivilla,0803707035
Rizal,1381500036
Rizal,0102905026
Rizal,0102922025
Rizal,0102933038
Rizal,0103320018
Rizal,0105529013
Rizal,0105531019
Rizal,0105532075
Rizal,0203101020
Rizal,0203108056
Rizal,0203113020
Rizal,0203118015
Rizal,0203120017
Rizal,0203123007
Rizal,0203126011
Rizal,0203128016
Rizal,0203135025
Rizal,0205703018
Rizal,0205705004
Rizal,0300804029
Rizal,0300811022
Rizal,0304902020
Rizal,0304906040
Rizal,0304917031
Rizal,0304928010
Rizal,0305407011
Rizal,0306901015
Rizal,0306906033
Rizal,0306907018
Rizal,0306909024
Rizal,0307109014
Rizal,0307111014
Rizal,0401006028
Rizal,0401012036
Rizal,0401014053
Rizal,0401034015
Rizal,0403410024
Rizal,0403416032
Rizal,0403420010
Rizal,0405603030
Rizal,0405605027
Rizal,0405619038
Rizal,0405625018
Rizal,0405629015
Rizal,0405631013
Rizal,0405633011
Rizal,0405644018
Rizal,0405646030
Rizal,0405803002
Rizal,1705108006
Rizal,1705314011
Rizal,1705318017
Rizal,1705909025
Rizal,0500512040
Rizal,0501610004
Rizal,0501732019
Rizal,0502002023
Rizal,0502008026
Rizal,0502010018
Rizal,0504104013
Rizal,0504108017
Rizal,0504109014
Rizal,0504114009
Rizal,0506205015
Rizal,0506208034
Rizal,0506214013
Rizal,0506216027
Rizal,0600406028
Rizal,0600414016
Rizal,0600614040
Rizal,0601912021
Rizal,0603008017
Rizal,0603034025
Rizal,0607901023
Rizal,0607902023
Rizal,0631000202
Rizal,1804509018
Rizal,1804523021
Rizal,1804524019
Rizal,1804526016
Rizal,0701207013
Rizal,0701208013
Rizal,0701213022
Rizal,0701234018
Rizal,0701243023
Rizal,0702237018
Rizal,0702238014
Rizal,0802606037
Rizal,0802617034
Rizal,0802618016
Rizal,0803715048
Rizal,0803717049
Rizal,0803718034
Rizal,0803724024
Rizal,0803726016
Rizal,0803728030
Rizal,0803740033
Rizal,0804807021
Rizal,0804810036
Rizal,0804817007
Rizal,0806006043
Rizal,0806007068
Rizal,0806011017
Rizal,0806407050
Rizal,0806408015
Rizal,0806417032
Rizal,0806418018
Rizal,0907319025
Rizal,0907340013
Rizal,1004207017
Rizal,1004208024
Rizal,1004306022
Rizal,1102401019
Rizal,1102408020
Rizal,1102508012
Rizal,1108207014
Rizal,1206302019
Rizal,1600201023
Rizal,1600308020
Rizal,1606721010
Rizal,1606723007
Rizal,1606724037
Rizal,1606801016
Rizal (Poblacion),0405622095
Rizal (Rural),0405622058
Rizal District,0304927011
Rizal East,0203129012
Rizal Estanzuela,0631000137
Rizal I,0803705011
Rizal I,0806003128
Rizal Ibaba,0405607064
Rizal Ibaba,0405649031
Rizal Ibarra,0631000138
Rizal II,0803705022
Rizal II,0806003129
Rizal Ilaya,0405607065
Rizal Ilaya,0405649032
Rizal Lower,1004209023
Rizal Monument Area,1430300155
Rizal Norte,0601917033
Rizal Palapala I,0631000125
Rizal Palapala II,0631000126
Rizal Pob.,0500505004
Rizal Poblacion,1206302020
Rizal Sur,0601917034
Rizal Upper,1004209046
Rizal West,0203129013
Rizal-Tuguisan,0603020030
Rizaliana,0405627022
Rizalina,0203103016
Rizalina,0907212015
Rizalino,0405634033
Rizaluna,0203101021
Rizaluna,0203109014
Rizdelis,0304903066
Rizon,0907226009
Roberto S. Benedicto,1804516005
Robles,1804517012
Robocon,1003510007
"Rock Quarry, Lower",1430300092
"Rock Quarry, Middle",1430300151
"Rock Quarry, Upper",1430300114
Rodero,1204707030
Rodriquez,0405625017
Rogan Cairan,1903622037
Rogan Tandiong Dimayon,1903622042
Rogero,1903606049
Rogongon,1030900019
Rogus,0203108057
Rojales,1600204010
Rojas,0603001026
Roma,0405622059
Roma,1705207014
Roma,0603040071
Roma,1608501023
Roma Norte,0201512020
Roma Sur,0201512026
Romagondong,1903623031
Romagondong,1903631028
Romagooc,1001308028
Romangaob,1908822010
Romarate,0907302044
Rombang,0600603009
Rombang,0600616065
Rombang,0804808044
Romblon,0603017041
Rominimbang,1908701013
Romualdez,1403211017
Romualdez,0803718035
Romualdez,0803730022
Romualdez,1206510018
Ronda,0102925029
Rongos,0501718057
Roño,0806001031
Roño,0806010022
Roosevelt,0300804030
Roosevelt,0504119018
Roosevelt,0601917035
Roosevelt,0803706031
Root,0102809023
Rorogagus East,1903617113
Rorogagus Proper,1903617112
Rorowan,1903601024
Rosacara,1705202010
Rosal,0600409023
Rosal Pob.,0806017038
Rosalim,0806025022
Rosario,1381200017
Rosario,0102908014
Rosario,0105522030
Rosario,0105530030
Rosario,0201516028
Rosario,0203135026
Rosario,0205006015
Rosario,0403425028
Rosario,0405619039
Rosario,0405622060
Rosario,0405627027
Rosario,0405808008
Rosario,1705209029
Rosario,0600413016
Rosario,0601911014
Rosario,0603018037
Rosario,1804604027
Rosario,0701216011
Rosario,0702204011
Rosario,1004302027
Rosario,1004324007
Rosario,1600207019
Rosario,1606819015
Rosariohan,0701207014
Rosary Heights,1908703004
Rosary Heights I,1908703020
Rosary Heights II,1908703021
Rosary Heights III,1908703022
Rosary Heights IV,1908703023
Rosary Heights IX,1908703028
Rosary Heights V,1908703024
Rosary Heights VI,1908703025
Rosary Heights VII,1908703026
Rosary Heights VIII,1908703027
Rosary Heights X,1908703029
Rosary Heights XI,1908703030
Rosary Heights XII,1908703031
Rosary Heights XIII,1908703032
Rosete,0307110008
Rosita,1608504016
Rotonda,1206306020
Rotrottooc,0306908020
Roxas,1381300090
Roxas,0105505015
Roxas,0203120018
Roxas,0205013013
Roxas,0300804031
Roxas,0304931020
Roxas,0502010019
Roxas,0601917036
Roxas,0701208014
Roxas,0802607019
Roxas,0802611020
Roxas,0803710056
Roxas,0804806033
Roxas,0804810037
Roxas,0804813017
Roxas,0804824016
Roxas,0806002041
Roxas,0806016031
Roxas,1004201028
Roxas,1102414020
Roxas,1606714014
Roxas,1606720008
Roxas,1606809025
Roxas,1608501016
Roxas,1608507006
Roxas Boulevard,0105532076
Roxas I,0806003130
Roxas II,0806003131
Roxas Pob.,0203109015
Roxas Village,0631000140
Royroy,0504104014
Rubber,1206312017
Rubio,0102909020
Rubokun,1903620046
Rueda,0301417016
Rufina M. Tan,0803738078
Rufino,0804810038
Rufino Lumapas,1004203026
Rufo Hill,0701209038
Rugao,0203114074
Rugsuanan,0102934031
Rumagayray,0603039026
Rumang-ay,0203112039
Rumayas,1903611079
Rumbang,1705108007
Rumbang,0603037047
Rumidas,1908702015
Rumirang,1804514026
Runruno,0205011010
Rupagan,1003501019
Ruparan,1102403020
S. Cabral,0907219024
S. M. Villa,0603023061
Saa,0701224044
Saad,0907308032
Saavedra,0702233012
Sab-a,0702243022
Sab-ahan,1804604028
Saba,0300805017
Sabaken,1908708010
Sabala Bantayao,1903611081
Sabala Dilausan,1903634055
Sabala Manao,1903617116
Sabala Manao Proper,1903617117
Saban,0500512041
Sabanal,1206505021
Sabanding,1903613031
Sabang,0102905027
Sabang,0300808005
Sabang,0301403016
Sabang,0307113022
Sabang,0307701011
Sabang,0401010019
Sabang,0401014054
Sabang,0401022027
Sabang,0401034018
Sabang,0402106010
Sabang,0402115026
Sabang,0403415020
Sabang,0403417039
Sabang,0403419014
Sabang,0405636016
Sabang,0405637018
Sabang,0405646031
Sabang,1705209030
Sabang,1705211005
Sabang,0501612017
Sabang,0501708028
Sabang,0501712021
Sabang,0501724025
Sabang,0501733019
Sabang,0506204012
Sabang,0600605012
Sabang,0607905011
Sabang,1806102021
Sabang,1806106034
Sabang,0702223033
Sabang,0702246022
Sabang,0731100025
Sabang,0802617035
Sabang,0803708082
Sabang,0803740034
Sabang,0806404016
Sabang,0806409017
Sabang,0807808027
Sabang,1606724038
Sabang,1606812013
Sabang Adgawan,1600304013
Sabang Bao,0803738079
Sabang Daguitan,0803718036
Sabang East,0600604021
Sabang Gibung,1600311008
Sabang I,0405607066
Sabang II,0405607067
Sabang North,0802604044
Sabang Pinamasagan,0405605028
Sabang Piris,0405605029
Sabang South,0802604045
Sabang West,0600604022
Sabang Zone I,0804801015
Sabang Zone II,0804801022
Sabangan,1400122016
Sabangan,1408101008
Sabangan,0102920029
Sabangan,0102927021
Sabangan,0105503026
Sabangan,0105513028
Sabangan,0105522031
Sabangan,0502004021
Sabangan,1102324010
Sabañgan,0102930036
Sabangan Pinggan,0102904026
Sabangan-Bato,0102909021
Sabanilla,0305413025
Sabatan,0300810021
Sabit,0304906041
Sablang,0405617017
Sablay,0906612049
Sablayan,1705910029
Sablayan,0506210023
Sablig,0105505016
Sablogon,0603035044
Sabloyon,0502004022
Sablut,0103305032
Sabnangan,1400114009
Sabong,1704001048
Sabong,1900702057
Sabong-Tabok,0804811030
Saboy,1102410027
Sabtan-olo,1400121010
Sabuanan,0102925030
Sabud,1108202037
Sabud,1600305017
Sabutan,0402118041
Sac-on,0702215018
Sac-sac,1804615019
Saca,1606807013
Sacaang,0102909022
Sacaon,0701222024
Sacasacan,1404408006
Sacbulan,0907325021
Saccaang,1400120006
Sacdalan,0301421039
Saclayan,0506206027
Saclit,1404408007
Sacme,0803748055
Sacnangan,0506213045
Sacol,1600201024
Sacpil,1408102016
Sacramento Valley,1001318032
Sacred Heart,1381300091
Sacrifice Valley,0300805025
Sacritan,0102819019
Sacsac,1804603015
Sacsac,0702219017
Sacsac,0702222030
Sacsac,0702223034
Sacsac,0702237019
Sacub,1102404022
Sacuyya Norte,0102922026
Sacuyya Sur,0102922027
Sacyud,0103314049
Sadaan,1204709045
Sadangen,1908811017
Sadsadan,1404402021
Sadsalan,1206508021
Sadsaran,0405627021
Saduc Proper,1903617118
Sag,0701243024
Sag-Ang,1804517013
Sag-od,0804810039
Sag-on,0603030095
Sagaba,0304929029
Sagacad,0907306022
Sagad,1381200018
Sagadan,1003503019
Sagadan Upper,1003503022
Sagana,0203135027
Sagana,0304913016
Sagana,1705203024
Sagaosawan,0804804011
Sagap,1400101020
Sagaran,1001320024
Sagasa,1804502021
Sagasa,0701206026
Sagasa,0701248014
Sagasa,1206503023
Sagasan,0907325020
Sagat,0102924037
Sagat,0203109016
Sagay,0702213016
Sagay,0702251031
Sagay,0908314011
Sagayad,0103314050
Sagayaden,0102905028
Sagayen,1102301034
Sagbang,1804623024
Sagbayan,1001303013
Sagbayan,1606816014
Sagbayan Sur,0701236014
Sagbok,0806404017
Sagcungan,1204713026
Sagcup,0603025063
Sagkahan,0803715032
Sagkahan,0803723031
Sagmone,1600301017
Sagnap,0701228016
Sagneb,0102903020
Sagneb,0102919017
Sagongon,0405628028
Sagonsongan,1903617119
Sagpangan,1705301015
Sagpat,1401109006
Sagpat,0102903021
Sagpatan,0102809024
Sagpon,0500503044
Sagrada,0305412016
Sagrada,1705307011
Sagrada,0500515030
Sagrada,0501701012
Sagrada,0501703023
Sagrada,0501706021
Sagrada,0501714018
Sagrada,0501716011
Sagrada,0501719029
Sagrada,0501722016
Sagrada,0501728016
Sagrada,0501737030
Sagrada,0502001012
Sagrada,0502002009
Sagrada,0502010020
Sagrada,0506203050
Sagrada Familia,0301409007
Sagrada Familia,0500507034
Sagrada Familia,0501705020
Sagrada Familia,0501734034
Sagrada Familia,0601904030
Sagrada Familia,0907328031
Sagrada Nacacale,0501702015
Sagsagat,0102919018
Sagua,0600601018
Sagua,0907317025
Sagua Banua,1804530016
Sagua-an,1903637019
Sagubo,1401108017
Sagucan,0907341012
Sagud-Bahley,0105533022
Sagudsuron,0804806034
Saguigui,0102815014
Saguin,0305416023
Saguing,0300804032
Saguing,0304931021
Saguing,0401016023
Saguing,1806104021
Saguing,1204707031
Saguinsinan,0405634034
Saguise,0701226019
Saguise,0701235016
Saguma,1600301018
Sagundanon,1001309022
Sagunto,0105541027
Sagunto,1600304007
Sagurong,0500517034
Sagurong,0501728015
Sahaya Bohe Bato,1900705047
Sahud Ulan,0402120021
Saimbangon,0906610013
Saimsim,0401027012
Saimsim,0403405051
Saint Christine,1606811011
Saint Francis (Gasak),0301412022
Saint Ignatius,1381300092
Saint John District,0304911049
Saint Joseph Village,1430300110
Saint Mary,0907220028
Saint Peter,1381300093
Saint Peter,1001312058
Saint Peter I,0402106024
Saint Peter II,0402106057
Sainz,1102509022
Sajaneba,1206318010
Saksak,0702204012
Saksak,0702206019
Sal-ing,0701206027
Sala,0401004010
Sala,0401031039
Sala,0403404014
Salaan,0105526027
Salaan,0931700069
Salabaca,1206503024
Salaban,0401022028
Salaban,0402102023
Salaban I,0401010020
Salaban II,0401010028
Salac,0403413012
Salacafe,1206316031
Salacay,0603012057
Salacot,0301421040
Salag,1804619022
Salag,0702248019
Salagao,0200903002
Salagmanok,0907311024
Salagmaya,0702201009
Salagsag,1004322012
Salaguiawan,0600612024
Salagusog,0304906042
Salakan,0405618036
Salakit,1208003015
Salam,1903637018
Salam,1908817006
Salamague,1402705015
Salamague,0201515019
Salaman,1206506020
Salaman,1903611082
Salaman,1903639012
Salamanca,1804529006
Salamanca,0702225013
Salamat,1907007048
Salambao,0301414005
Salambuyan,0907313023
Salamento,0600605013
Salanap,0102819020
Salanda,0501734035
Salang,1705304021
Salangan,0301421041
Salangbato,0403408019
Salangi,0807801009
Salangsang,1206506021
Salao,0401021038
Salapan,1381400016
Salapasap,0102905029
Salapawan,1130700098
Salapingao,0105513029
Salapingao,0105518028
Salapungan,0301422026
Salapungan,0305405028
Salapungan,0306906034
Salapungan,0306916097
Salapungan,0330100022
Salapungan,1204703020
Salasa,0105515019
Salasad,0403415021
Salasang,1204718024
Salat,1204713027
Salavante,0105527071
Salavante,0105545020
Salawad,0807803013
Salawag,0402106011
Salawagan,0907303025
Salawagan,1001317030
Salay,0105526028
Salay,0203102047
Salay,0203112040
Salay,0203127017
Salay,0307706021
Salay,0806022038
Salay River I,1004322014
Salay River II,1004322015
Salaysay,1130700099
Salaza,0307108016
Salazar,0304905047
Salazar,0600617013
Salbang,0102816019
Salbu,1908809008
Salcedo,0103310033
Salcedo,0306914008
Salcedo,1705202011
Salcedo,0601904031
Salcedo,0603044038
Salcedo I,0402116003
Salcedo II,0402116010
Saldang,0906609036
Salde,0600606034
Salendab,1908806022
Saleng,0105543019
Salgan,0601907030
Salhag,0804816007
Salian,0300801010
Saliao,1206503036
Salicapawan,1004312012
Saliducon,1102412013
Salihid,0603007021
Salimbalan,1001301014
Salimbao,1908710036
Salimbogaon,1600306020
Salimpuno,1004211011
Salimpuno,1004213018
Salimpuno,1004215036
Salinap,0105532077
Salinas,0205004018
Salinas,0431200033
Salinas 2,0402103088
Salinas I,0402103020
Salincob,0103303037
Salincub,0102927022
Salindeg,0102934032
Salinding,0908313045
Salindingan,0203114076
Salingcob,0105536022
Salingcomot,1102501014
Salingogon,0501722017
Salingsingan,0205001008
Salinungan East,0203132021
Salinungan West,0203132024
Saliok,1404405008
Salipongan,1903603047
Salipongan,1903606051
Salipongan,1903619038
Salipongan,1903627055
Salipsip,0405636017
Salisay,0105518029
Salisig,0907211027
Salitran I,0402106012
Salitran II,0402106058
Salitran III,0402106059
Salitran IV,0402106060
Saljag,0806003132
Sallab,1204706042
Sallacapo,0102930037
Sallangan,1907007030
Sallapadan,1400120007
Sallucong,0203125014
Salman,1908801011
Salmeron,0702229012
Salnec,1400103019
Salngan,0603028073
Salngan,0603034026
Salngan,0603035045
Saloagan,0907305023
Salocad,1903625035
Salocon,0601910021
Salog,0501715023
Salog,0506216028
Salog,0701226020
Salog,0803729022
Salog,0806403027
Salog,1606723008
Salogon,1705306023
Salogon,0501733020
Salolodun Berwar,1903611083
Salomague,0102905030
Salomague Norte,0105515020
Salomague Sur,0105515021
Salong,0401007037
Salong,1705205048
Salong,0601917037
Salong,0603005020
Salong,0603009022
Salong,1804515026
Salong,1804607019
Salong,1003503020
Salongabanding,1903613032
Salongabanding,1903626046
Saloy,1130700191
Salpad,0102817025
Salpad,0105536023
Salsalamagui,0102823047
Salu,0305415029
Salubsob,1004312013
Salubungan,0403429021
Salucag,1400107013
Salucot,1001320025
Salud,0105514023
Salud,0105529014
Salud Mitra,1430300094
Saludares,0102809025
Salug,0702222033
Salug,0802609044
Salug,1600303021
Salugan,0102808019
Salugan,0500502035
Salumague,0306910027
Salumping,1206503037
Salunayan,1204709046
Salungsong,0201524011
Saluping,1900713008
Saluyong,0907207013
Saluysoy,0301412021
Salvacion,1381300094
Salvacion,1408105009
Salvacion,0102933039
Salvacion,0105531020
Salvacion,0105540004
Salvacion,0203101022
Salvacion,0203112041
Salvacion,0205005025
Salvacion,0205705005
Salvacion,0405601008
Salvacion,0405607068
Salvacion,1705108008
Salvacion,1705307012
Salvacion,1705318018
Salvacion,1731500045
Salvacion,0500503045
Salvacion,0500505019
Salvacion,0500507035
Salvacion,0500509009
Salvacion,0500513029
Salvacion,0500514040
Salvacion,0500516018
Salvacion,0500517035
Salvacion,0501604009
Salvacion,0501605016
Salvacion,0501610005
Salvacion,0501701013
Salvacion,0501703024
Salvacion,0501705021
Salvacion,0501706022
Salvacion,0501711040
Salvacion,0501712022
Salvacion,0501714019
Salvacion,0501716012
Salvacion,0501718058
Salvacion,0501719030
Salvacion,0501725017
Salvacion,0501726010
Salvacion,0501727013
Salvacion,0501730034
Salvacion,0501734036
Salvacion,0501735017
Salvacion,0501736016
Salvacion,0501737031
Salvacion,0502001013
Salvacion,0502002024
Salvacion,0502004023
Salvacion,0502006019
Salvacion,0502007013
Salvacion,0502008027
Salvacion,0502009002
Salvacion,0502011045
Salvacion,0504103023
Salvacion,0504115020
Salvacion,0504116016
Salvacion,0504118023
Salvacion,0506204013
Salvacion,0506206028
Salvacion,0506209020
Salvacion,0506211029
Salvacion,0506213046
Salvacion,0506215007
Salvacion,0600601019
Salvacion,0600603010
Salvacion,0600616066
Salvacion,0603005021
Salvacion,0603015024
Salvacion,0607901024
Salvacion,0607903018
Salvacion,1804520024
Salvacion,1804615020
Salvacion,0802605028
Salvacion,0803701048
Salvacion,0803702055
Salvacion,0803703011
Salvacion,0803717050
Salvacion,0803718037
Salvacion,0803730023
Salvacion,0803738080
Salvacion,0803739025
Salvacion,0804803014
Salvacion,0804805045
Salvacion,0804811018
Salvacion,0804818012
Salvacion,0806002042
Salvacion,0806003133
Salvacion,0806009032
Salvacion,0806011018
Salvacion,0806016032
Salvacion,0806017023
Salvacion,0806403028
Salvacion,0806416011
Salvacion,0806417033
Salvacion,0807805015
Salvacion,1001306015
Salvacion,1102303023
Salvacion,1102315028
Salvacion,1102318018
Salvacion,1108206008
Salvacion,1108207015
Salvacion,1204708035
Salvacion,1600301019
Salvacion,1600306021
Salvacion,1600312008
Salvacion,1606716006
Salvacion,1606812014
Salvacion,1606815012
Salvacion,1606819016
Salvacion,1630400099
Salvacion (Bacon District),0506216053
Salvacion (Sorsogon West District),0506216029
Salvacion I,0304916025
Salvacion II,0304916026
Salvacion Poblacion,0501737044
Salvacion Poblacion,0803702035
Salvacion Que Gatos,0501723018
Salvacion-Baybay,0501708029
Salvador,0203135028
Salvador,0701216012
Salvador,0701240016
Salvador,0803748044
Salvador,0806408016
Salvador,0907223024
Salvador,0907308033
Salvador,1004204012
Salvador Primero,0102906032
Salvador Segundo,0102906033
Sam-ang,0702251032
Samac,1804614031
Samak,0906613047
Samala-Marquez,0402111019
Samalague,0600607043
Samalague,0600612025
Samang Norte,0105514024
Samang Sur,0105514025
Samara,0103302011
Samareñana,1705306024
Samat,0105515022
Samat,0405622061
Samay,0501730035
Samay,1004302028
Samay,1004308064
Sambag,0603047018
Sambag,0631000144
Sambag,0702211023
Sambag,0702248020
Sambag Culob,0603003007
Sambag I,0730600064
Sambag II,0730600065
Sambagon,0702237020
Sambal Ibaba,0401012037
Sambal Ilaya,0401012038
Sambaludan,0603034027
Sambat,0401003043
Sambat,0401026024
Sambat,0401031040
Sambel,0803710057
Samberen,1908709023
Sambog,0701215007
Sambolawan,1903627057
Sambolawan,1908710037
Sambong,0402119017
Sambowang Atawa,1903618077
Sambulawan,0504113022
Sambulawan,0803729023
Sambulawan,0803751024
Sambulawan,0907306023
Sambulawan,0907330020
Sambulawan,1004307014
Sambulawan,1004314009
Sambulawan,1908808016
Sambulawan,1999903005
Sambungan,0401008022
Samburon,1003510008
Samer,1903607051
Samil,0405623030
Saminunggay,1903626047
Samlague,0603028074
Samoki,1404404013
Samon,0105539017
Samon,0304903067
Samonte,0203122011
Samonte,0908314012
Samoyao,0806007070
Sampa,0401027013
Sampad,0405806023
Sampad,0504103024
Sampaga,0401003044
Sampaga,0401005082
Sampaga,0405641017
Sampagar,1001302017
Sampaguita,0201527025
Sampaguita,0304910017
Sampaguita,0401006029
Sampaguita,0401014055
Sampaguita,0401016024
Sampaguita,0405641018
Sampaguita,1705208049
Sampaguita,1705215027
Sampaguita,0631000146
Sampaguita,0803717062
Sampaguita,0804805073
Sampaguita,0804824017
Sampaguita,1001308030
Sampaguita,1600313009
Sampaguita,1606725011
Sampaguita Village,0403425020
Sampaloc,0105514026
Sampaloc,0203107019
Sampaloc,0301422027
Sampaloc,0304920014
Sampaloc,0304930049
Sampaloc,0304931022
Sampaloc,0305402010
Sampaloc,0401030020
Sampaloc,0403419015
Sampaloc,0405634035
Sampaloc,0405812012
Sampaloc,0501713007
Sampaloc,0506216030
Sampaloc 1,0405645039
Sampaloc 2,0405645040
Sampaloc Bogon,0405645038
Sampaloc I,0402106013
Sampaloc II,0402106061
Sampaloc III,0402106062
Sampaloc IV,0402106063
Sampaloc Santo Cristo,0405645041
Sampaloc V,0402106064
Sampalocan,0401004011
Sampalucan,0304902021
Sampalucan Pob.,0402108004
Sampao,0807801010
Sampao,1102305022
Sampao,1206504026
Sampao,1206507008
Sampao,1908812010
Sampao,1908819009
Sampao East Pob.,0803717042
Sampao West Pob.,0803717039
Sampatulog,1004301011
Sampiano,1001313007
Sampinit,1804502024
Sampiniton,1804612026
Sampiro,0401023034
Sampiruhan,0403405052
Sampoangon,0701210027
Sampoli A,0908303016
Sampoli B,0908303025
Sampong,1705905007
Sampong,0701222025
Sampongan,0500507036
Sampongon,0806402028
Samporna,1903604041
Samporna Salamatollah,1903627058
Sampunay,0906609037
Samput,0306910028
"San Agapito, Isla Verde",0401005083
San Agustin,1380400016
San Agustin,1381300095
San Agustin,0102816020
San Agustin,0102820003
San Agustin,0102821001
San Agustin,0102906034
San Agustin,0103314051
San Agustin,0105540005
San Agustin,0201501018
San Agustin,0301409008
San Agustin,0301410041
San Agustin,0301421043
San Agustin,0301422028
San Agustin,0304905048
San Agustin,0304911050
San Agustin,0304926027
San Agustin,0304929030
San Agustin,0305405029
San Agustin,0305407012
San Agustin,0305408013
San Agustin,0305411006
San Agustin,0305412009
San Agustin,0305416024
San Agustin,0305417001
San Agustin,0305418004
San Agustin,0305419001
San Agustin,0305420003
San Agustin,0306905027
San Agustin,0306906035
San Agustin,0306914009
San Agustin,0306917017
San Agustin,0307104008
San Agustin,0307105016
San Agustin,0401006030
San Agustin,0401010022
San Agustin,0401028005
San Agustin,0402112016
San Agustin,0402122006
San Agustin,0403401007
San Agustin,0403402016
San Agustin,0405619040
San Agustin,0405648022
San Agustin,1705109013
San Agustin,1705110037
San Agustin,1705906013
San Agustin,0500507037
San Agustin,0500512042
San Agustin,0501706023
San Agustin,0501710012
San Agustin,0501716013
San Agustin,0501728017
San Agustin,0504101033
San Agustin,0506209021
San Agustin,0600618018
San Agustin,0601902022
San Agustin,0601903007
San Agustin,0631000148
San Agustin,1804514027
San Agustin,0701201007
San Agustin,0701236015
San Agustin,0701240017
San Agustin,0701243026
San Agustin,0702202008
San Agustin,0702228010
San Agustin,0803705023
San Agustin,0803707027
San Agustin,0803708083
San Agustin,0803718038
San Agustin,0803719033
San Agustin,0803723032
San Agustin,0803739026
San Agustin,0804811019
San Agustin,0804813018
San Agustin,0806007071
San Agustin,0806407070
San Agustin,0806418029
San Agustin,0806419004
San Agustin,0907307046
San Agustin,1004213019
San Agustin,1102317030
San Agustin,1102319018
San Agustin,1102403021
San Agustin,1108604011
San Agustin,1600204011
San Agustin,1600301044
San Agustin,1600311009
San Agustin East,0103301010
San Agustin I,0102802024
San Agustin I,0402106014
San Agustin I,1705208050
San Agustin II,0102802025
San Agustin II,0402106065
San Agustin II,1705208051
San Agustin III,0402106066
"San Agustin Kanluran, Isla Verde",0401005084
San Agustin Norte,0103301011
San Agustin Norte,0305403020
San Agustin Norte,1606819017
"San Agustin Silangan, Isla Verde",0401005085
San Agustin Sur,0103301012
San Agustin Sur,0305403021
San Agustin Sur,1606819018
San Alejandro,0105539018
San Alejandro,0304922013
San Alfonso,1102505012
San Alonzo,1004303010
San Ambrocio,0203102048
San Ambrosio,0603021040
San Andres,0102821002
San Andres,0102906035
San Andres,0105507011
San Andres,0105544051
San Andres,0201522016
San Andres,0203103022
San Andres,0203107020
San Andres,0203114077
San Andres,0203118016
San Andres,0203132025
San Andres,0203135029
San Andres,0304911051
San Andres,0304917032
San Andres,0306917018
San Andres,0401017012
San Andres,0403401008
San Andres,0405608022
San Andres,0405622062
San Andres,0405805014
San Andres,0405812013
San Andres,1705201018
San Andres,1705208052
